X,Y,OBJECTID,Station,Class,Count_,MFCount,GM,SDV,MAX_,P90,Appd_Std,Restr_Std,Lat_DD,Long_DD,Grow_Area,GlobalID
364959.625599999912,4777343.3792,1355,WB023.00,CA,30,30,2.1,0.14,8,3.3,31,163,43.136789999811,-70.6604400005535,WB,8051471f-e4e5-48f4-809f-b9b41eb388d4
365624.272499999963,4776060.3979,1357,WB026.00,CA,30,30,4.9,0.47,74,19.8,31,163,43.1253600001543,-70.6519600001959,WB,e2f325f6-001e-488e-884a-32a269322382
365993.735500000417233,4776185.329099999741,1358,WB026.50,CA,30,30,2.5,0.52,1320,11.8,31,163,43.1265500003244,-70.647450000182,WB,355f0e63-343a-436c-8bbd-368a045faa50
366443.911799999885261,4776858.625399999321,1359,WB027.00,CA,30,30,2.4,0.27,26,5.5,31,163,43.1326899997562,-70.6420800002509,WB,ca0570dc-877f-4d25-badd-9f658348be35
366705.680100000463426,4776846.8341,1360,WB029.00,P,30,30,2.8,0.32,38,7.2,31,163,43.1326300001995,-70.6388599997096,WB,cee5faeb-2725-48b1-bafe-3a028aa876c3
370348.5466,4789901.3352,1369,WD007.00,CA,30,30,5.2,0.52,100,24.2,31,163,43.2507699997515,-70.5971499997044,WD,c3b16feb-2014-4512-b63b-e08638c4c0fa
370483.951299999840558,4790273.1444,1371,WD007.50,CA,30,30,4.7,0.58,120,26.4,31,163,43.2541399996914,-70.5955700001661,WD,fc4ee32f-527d-4984-927a-9c4d6ef9d16f
370548.178000000305474,4790872.9505,1372,WD008.00,P,30,30,9.4,0.77,960,92.3,31,163,43.2595500003874,-70.5949199998372,WD,6244b06e-9496-40bb-890f-c01b5cdd0d0e
370855.872399999760091,4791254.8123,1373,WD009.00,CA,30,30,4.8,0.5,48,21.4,31,163,43.2630400001352,-70.591220000298,WD,3bc299d5-86a1-42b1-b3c2-3ceb8b620c20
371043.568300000391901,4791646.7441,1375,WD009.50,P,30,30,10.7,0.67,200,79.2,31,163,43.2665999997901,-70.5889999996697,WD,8dcc79b3-e8e9-4eae-b7aa-ba41019f2986
370655.364799999631941,4789851.041899999604,1376,WD010.00,P,30,30,3.2,0.38,26,10.2,31,163,43.2503700000766,-70.5933599997496,WD,c71d49c6-7375-4760-8a53-589c02a06486
372120.353799999691546,4795790.23369999975,1382,WD014.00,CA,30,30,2.6,0.32,28,6.9,31,163,43.3040799999943,-70.5767000002045,WD,eab8205b-7277-4bfb-8b6a-acdc8893cd94
372759.339800000190735,4796245.914599999785,1383,WD016.00,CA,30,30,2.7,0.31,29,6.8,31,163,43.308290000337,-70.5689300001279,WD,a060c48e-9c11-42aa-9ac1-b5de0f301ff5
373074.440999999642372,4797690.9152,1386,WD018.50,R,30,30,3.6,0.49,46,15.9,31,163,43.3213499995536,-70.5653800001694,WD,302f7fee-a60a-49ae-807b-ffe141059b92
452535.102900000289083,4857783.7048,1388,WQ012.00,P,30,30,3,0.4,76,10.3,31,163,43.8716200000484,-69.5907499994849,WQ,890386ad-feb6-488a-9a50-6b3968951d22
452673.496899999678135,4858712.3837,1389,WQ012.50,P,30,30,2.4,0.39,88,7.7,31,163,43.8799900001443,-69.5891100001548,WQ,9b3c0500-c1f6-4c8d-9df4-71c851eec69b
452161.271999999880791,4862993.4309,1392,WQ015.00,A,30,30,3.6,0.4,42,11.8,31,163,43.918500000158,-69.5958700005879,WQ,88a6409a-6724-4a43-8885-45f43176ed93
452877.800200000405312,4866769.204399999231,1395,WQ017.00,A,30,30,2.6,0.36,116,7.7,31,163,43.9525399999034,-69.587280000388,WQ,f3dff610-8c85-48b5-a7f8-a77c1be91648
453949.096,4869661.777899999171,1396,WQ018.00,A,30,30,2.8,0.38,54,8.8,31,163,43.9786499996814,-69.5741799995784,WQ,3889cc3e-6dd4-4222-9c7b-15fef5530c3c
455615.652599999681115,4871434.218299999833,1397,WQ020.00,A,30,30,2.8,0.35,33,7.9,31,163,43.9947099995959,-69.5535499998329,WQ,db32bce8-4c3a-4865-b83b-380a7f3103ca
455983.578700000420213,4871777.196,1398,WQ021.00,A,30,30,2.4,0.23,22,4.8,31,163,43.9978200000947,-69.5489899996842,WQ,c5c6b426-6b67-4f70-8096-0dfa8de62daa
455879.164300000295043,4873071.8923,1399,WQ022.00,A,30,30,3.4,0.44,48,12.7,31,163,44.0094700003911,-69.5503999997905,WQ,1465fb5e-786e-443f-8d92-bbd4cc24e78c
456103.779299999587238,4874181.128499999642,1400,WQ023.00,A,30,30,3.8,0.42,70,13.2,31,163,44.0194699998382,-69.5476899996476,WQ,ea52dc85-f9f0-4112-ba22-d64178b6ff5c
456861.522300000302494,4875578.9931,1401,WQ024.00,A,30,30,3.7,0.45,124,14.2,31,163,44.0320999999437,-69.5383500003451,WQ,dc9925ed-8220-4876-8961-31ac1f05ad65
458493.651200000196695,4877203.5316,1407,WQ031.50,CA,30,30,3,0.36,58,9.1,31,163,44.046819999702,-69.518110000401,WQ,f144088b-fc57-4abb-81f5-b7fec6d03a99
458882.601499999873,4876881.2071,1408,WQ032.00,CA,30,30,4.7,0.54,112,24,31,163,44.0439400003453,-69.5132300004415,WQ,d26f9793-fd9e-473e-97b1-4f8f1ded9a65
457283.284300000406802,4875618.459899999201,1409,WQ034.00,P,30,30,2.4,0.21,11,4.6,31,163,44.0324800001093,-69.5330900003179,WQ,48648078-9817-4ab5-96ba-1cf268d46858
456600.900299999862909,4874086.765,1414,WQ039.00,P,30,30,4.9,0.51,118,22.2,31,163,44.018650000164,-69.5414800003922,WQ,d1fa8e71-910c-43d1-b588-2bccda6d1e01
456788.303999999538064,4874063.3223,1415,WQ040.00,CA,30,30,3.8,0.57,420,20.6,31,163,44.0184500002183,-69.5391400002471,WQ,619def7d-566a-4f91-a829-c41ee94b49c4
457067.259499999694526,4874190.348799999803,1416,WQ041.00,CA,30,30,6.3,0.72,1260,53.7,31,163,44.0196099999554,-69.5356699994793,WQ,fa09d2ec-3f64-4700-849f-aa62d9bdfa91
456798.100399999879301,4873600.083599999547,1417,WQ042.00,A,30,30,4.7,0.66,680,34.1,31,163,44.014279999575,-69.5389799998712,WQ,1e4ef45e-87b6-4325-b5d1-4c77677afbbd
456826.441100000403821,4873521.036599999294,1418,WQ043.00,A,30,30,3.1,0.36,25,9.1,31,163,44.0135699996514,-69.5386199997558,WQ,a2fc8113-929c-4a3b-8a7c-8b535d4986de
456683.025000000372529,4871573.7574,1419,WQ044.00,A,30,30,3,0.36,46,8.8,31,163,43.9960299999561,-69.5402500004112,WQ,2543d2d4-9c86-45c9-b5f3-7af3110ff365
456565.947200000286102,4871327.9439,1420,WQ045.00,A,30,30,2.5,0.27,20,5.6,31,163,43.9938099996177,-69.5416899996939,WQ,5cf0b23e-0129-4e75-bf8e-58837b8086ac
455181.061099999584258,4869423.399,1422,WQ046.50,A,30,30,2.2,0.17,14,3.7,31,163,43.9765799995929,-69.558799999833,WQ,800d0f6c-922b-42bc-a50f-032655615709
454793.1848,4868650.75009999983,1423,WQ047.00,A,30,30,2.5,0.28,22,5.7,31,163,43.9696000001333,-69.5635699998489,WQ,f6399618-98ec-429c-89e5-992e846149f1
454569.3152,4867356.0664,1424,WQ048.00,A,30,30,2.3,0.31,74,5.9,31,163,43.9579300003631,-69.5662499999425,WQ,3df20c3c-5d22-489b-a080-f533fe3ca4e1
453355.340200000442564,4864845.38199999928,1425,WQ049.00,A,30,30,1.9,0.05,4,2.3,31,163,43.9352500004283,-69.5811599995624,WQ,7a06943a-750b-4559-83f7-2d869b8d8476
454144.170099999755621,4864355.603099999949,1427,WQ051.00,A,30,30,1.9,0.09,6,2.5,31,163,43.930890000176,-69.5712900002973,WQ,32f302d3-9696-4b26-b027-84f51f2fa809
454493.0735,4864315.4341,1428,WQ052.00,R,30,30,4.7,0.63,640,31.1,31,163,43.9305499997454,-69.5669399999733,WQ,3e7322e9-1aca-4a6f-9690-f8ccca9c97df
454500.4238,4859533.7572,1430,WQ054.00,A,30,30,3.9,0.57,142,21.5,31,163,43.8875000002608,-69.5664399993927,WQ,b908c3e5-4c86-4269-9fd1-40f8fc21f9d8
454360.899899999611,4858167.4315,1431,WQ055.00,A,30,30,4,0.52,128,19,31,163,43.8751900000627,-69.5680599994914,WQ,d73f317b-8c41-45d5-a670-8818899b0500
454241.228400000371039,4857707.311,1433,WQ057.00,A,30,30,3,0.48,320,12.6,31,163,43.8710399996094,-69.569509999702,WQ,e2080a29-7e09-4878-98cf-c2efa32431a6
454616.438900000415742,4856761.7474,1434,WQ058.00,P,30,30,2.6,0.27,24,5.8,31,163,43.8625499997659,-69.5647599999088,WQ,a0b843a8-3f31-4666-8ee6-1e8c0bbaa7fd
455484.250799999572337,4857105.748199999332,1436,WR006.00,P,30,30,2.4,0.36,130,7.1,31,163,43.865699999972,-69.5539900003824,WR,233f7070-c190-4916-9a08-03c5c1224b6b
455511.154500000178814,4858602.798399999738,1438,WR008.00,P,30,30,2.8,0.37,44,8.5,31,163,43.879180000146,-69.5537800004043,WR,f97ab6b4-0968-43f6-9972-4c72258b7475
455314.177799999713898,4859417.1589,1441,WR010.50,A,30,30,3.1,0.55,840,16.4,31,163,43.8865000000229,-69.556299999766,WR,b6b2075f-c1be-491e-837f-55d5e5389ff3
456259.438900000415742,4861697.811599999666,1443,WR012.00,A,30,30,3.5,0.55,360,18,31,163,43.9070899996829,-69.5447199998834,WR,9f8f92b0-cce6-4e7f-b9b0-aa61265e1dac
456436.135499999858439,4863291.6302,1444,WR013.00,CA,30,30,3.4,0.54,520,17.3,31,163,43.921450000368,-69.5426500005174,WR,934a3819-fb57-4730-a3e2-38937bd98df7
457390.3788,4862491.27199999988,1445,WR014.00,CA,30,30,3,0.66,1700,21.7,31,163,43.9142999996056,-69.530699999699,WR,60d4f526-5f78-4763-b285-20ac4e9518b4
458344.911799999885261,4859013.148299999535,1449,WR022.00,CA,30,30,2,0.12,8,2.9,31,163,43.8830399997257,-69.5185400006185,WR,5ccd473e-6df5-4947-993c-3cfb7c3ae47d
458577.243099999614,4861098.704,1452,WR025.00,CA,30,30,4.7,0.5,58,20.9,31,163,43.901830000127,-69.5158099995777,WR,bc8b5666-cb76-4006-887c-b1d078894940
458779.850899999961,4860747.570699999109,1456,WR027.30,CA,30,30,3.5,0.39,36,11.4,31,163,43.8986799995593,-69.5132600005829,WR,da324571-dfef-4c20-9a92-c4585ac3e1bb
465305.383100000210106,4871035.30299999937,1469,WS017.00,A,30,30,2.7,0.36,46,8,31,163,43.991640000236,-69.4326799997624,WS,ce248031-90a6-4301-b04c-295b3f369b05
466050.073300000280142,4871923.33699999936,1470,WS018.00,R,30,30,7.2,0.62,180,45.3,31,163,43.9996699999095,-69.4234500004962,WS,63f34cc6-8063-42e3-beca-2abdea154212
465976.273199999704957,4870513.1182,1471,WS019.00,A,30,30,2.9,0.38,106,9.1,31,163,43.9869700000849,-69.4242800000795,WS,d90971aa-9747-4930-b825-4accfeb64904
466398.935100000351667,4869573.523499999195,1472,WS019.80,A,30,30,1.9,0.05,4,2.3,31,163,43.9785299998665,-69.4189499998792,WS,321664f1-a152-40f8-86c6-69fbedd17b6f
466742.4742,4870263.7564,1474,WS021.00,A,30,30,2,0.11,6,2.9,31,163,43.9847599998814,-69.414710000437,WS,3d77dca7-c9c7-4174-ad96-c5200c9d15cf
467275.9956,4871117.448799999431,1475,WS022.00,A,30,30,2.7,0.4,100,9,31,163,43.992469999574,-69.4081099999081,WS,636d82e8-a5c8-42bf-8884-c94540e3ae35
467852.120900000445545,4871692.189799999818,1477,WS024.00,A,30,30,2.2,0.23,15,4.5,31,163,43.9976699995768,-69.4009600005143,WS,9d69805f-56c4-4fd1-a501-3e5ad03c3ae8
468573.902700000442564,4873920.1279,1479,WS024.80,A,30,30,4,0.7,1700,31.9,31,163,44.0177599995875,-69.3920899996239,WS,5fe89b19-5167-48dc-b0d2-d759af2c5f28
466992.167100000195205,4874495.4121,1480,WS025.00,A,30,30,5.5,0.49,62,24.1,31,163,44.0228700002359,-69.4118600004184,WS,4474468b-441b-46ba-afaf-a3b894c4087a
467052.876400000415742,4875419.2214,1481,WS026.00,R,30,30,5.3,0.64,140,35.6,31,163,44.0311900002686,-69.4111599994429,WS,9d0a64d4-9f3b-4b7c-9640-f7f08588a3ce
467450.218100000172853,4875719.365199999884,1483,WS027.00,A,30,30,4,0.53,142,19.3,31,163,44.0339100000824,-69.4062199995849,WS,268edc7b-5be9-4dc9-b8db-75906c796193
467320.325299999676645,4876836.2739,1484,WS028.00,R,30,30,5.9,0.59,94,33.7,31,163,44.0439599997111,-69.4079099996273,WS,daf01ca4-a72e-4f88-a0f1-60648ab2dff0
468265.424599999561906,4875610.9912,1487,WS030.00,A,30,30,3.3,0.58,1700,18.7,31,163,44.0329699999511,-69.3960400001014,WS,ce568108-bda1-4cde-a51f-60b423a10716
468541.404299999587238,4876857.00019999966,1488,WS031.00,A,30,30,3.8,0.54,320,19.1,31,163,44.0442000002687,-69.3926699994885,WS,cf37972b-6c7e-4507-8510-4d3682a4acd6
469323.403199999593198,4877215.412599999458,1489,WS032.00,A,30,30,3.9,0.49,96,17,31,163,44.0474600002182,-69.3829300003338,WS,1f286952-de7c-4abf-a872-93262b04a431
469235.552899999544024,4875554.1981,1491,WS034.00,A,30,30,2.8,0.43,92,10.3,31,163,44.0325000002104,-69.3839300004593,WS,af4040e9-3a48-45ba-92dd-8a186cd1c676
469757.769199999981,4875500.6939,1492,WS035.00,A,30,30,2,0.12,6,3,31,163,44.0320400003662,-69.3774099999829,WS,dd470d3c-0978-48c6-adef-4935ae48bc18
470316.980999999679625,4876366.731,1493,WS036.00,A,30,30,2.7,0.33,40,7.4,31,163,44.0398599995529,-69.3704800003896,WS,c6e5322f-c4e1-491e-a57f-a323760b71ac
470158.829099999741,4878070.163399999961,1494,WS037.00,A,30,30,2.7,0.35,35,8,31,163,44.0551899996383,-69.3725499998497,WS,a83dc691-2f89-40a3-978b-8b8b2d326a39
469506.717400000430644,4879091.66899999976,1495,WS038.00,R,30,30,2.5,0.31,25,6.3,31,163,44.0643599996951,-69.3807500001224,WS,2eab1582-8dca-419d-b246-48ba211fa809
468903.433799999766052,4879216.663599999622,1496,WS038.50,CA,40,40,4,0.5,160,18.2,31,163,44.0654600001929,-69.3882900005656,WS,4eccd401-7655-4067-812e-ec321c93d50e
468485.3744,4879216.425799999386,1497,WS039.00,CA,40,40,4.5,0.53,122,21.9,31,163,44.0654399997474,-69.3935100006212,WS,860299d1-1579-4a88-9334-3201fb954e7b
468478.433699999936,4879775.1499,1498,WS040.00,CA,40,40,5.5,0.48,90,23,31,163,44.0704700001489,-69.3936299997531,WS,acdfbc36-cf25-48e1-a269-560eeafe7376
469026.99930000025779,4880630.025499999523,1499,WS041.00,P,30,30,4.7,0.57,240,25.9,31,163,44.0781899998693,-69.3868299994422,WS,32abd053-852e-4359-9dab-75521e90306f
469783.983099999837577,4882271.488199999556,1503,WS043.90,P,30,30,26.2,0.71,1700,218.6,31,163,44.0929999996025,-69.3774699993907,WS,7abe00b2-1f14-4eee-a9a1-4e6c9b0ae93f
469512.343799999915,4880135.716099999845,1506,WS047.30,CA,40,40,3.3,0.41,76,11.5,31,163,44.0737600001244,-69.3807400004005,WS,2d6c6399-4481-41d7-9da8-93db71dd62b2
470792.445000000298023,4878978.1129,1508,WS048.00,A,30,30,2.8,0.35,50,8,31,163,44.0633899996805,-69.3646899994897,WS,ccbc7b71-31ec-4539-93e9-c68c9ab69917
471121.340099999681115,4878549.041099999,1509,WS048.40,A,30,30,2.9,0.36,60,8.6,31,163,44.059539999928,-69.3605600002054,WS,8835095f-a3a0-41ab-9c28-41cba972de25
419876.303999999538064,4857555.3003,1511,WJ032.50,A,30,30,4.1,0.5,80,18.6,31,163,43.8667400003236,-69.9971399996631,WJ,32b7bb90-15ab-41a9-995c-b3c43289adf5
420754.6244,4857549.2078,1513,WJ033.20,CA,30,30,4,0.4,80,14.6,31,163,43.8667800002909,-69.9862100000324,WJ,a3363a66-771b-46e6-b0b4-d2ee9621cf80
420433.000199999660254,4856998.7543,1516,WJ034.00,A,30,30,3,0.35,48,8.7,31,163,43.8617900002149,-69.990129999929,WJ,7d3dc1bd-aa58-4a7e-ba97-02676766f54e
419641.285899999551475,4855665.3022,1517,WJ035.00,A,30,30,3,0.43,50,11.1,31,163,43.8496999999894,-69.9997799993904,WJ,aa44e325-766c-49d5-b124-7bd68cfb8826
417492.385700000450015,4853000.1006,1519,WJ038.00,A,30,30,2.2,0.21,12.7,4.1,31,163,43.8254699996829,-70.0261000001165,WJ,ee30f2ca-9db5-4c1a-ad57-62d8eb8226b2
417983.621899999678135,4853054.0105,1527,WJ046.00,A,30,30,2.7,0.39,96,8.6,31,163,43.8260100000718,-70.0199999999436,WJ,9bd64c6f-7294-4736-b7f2-086eca9f4a55
418714.866499999538064,4853795.9481,1528,WJ047.00,CA,30,30,2.2,0.25,36,4.7,31,163,43.8327699996606,-70.011019999833,WJ,231ac04e-6de2-447b-95c8-c2b8a1907e5d
419892.299100000411272,4854814.719499999657,1529,WJ048.00,A,30,30,3.5,0.43,62,12.7,31,163,43.842070000121,-69.9965300001986,WJ,d01595af-4e4b-46cc-8936-0497b5e83354
420840.132000000216067,4856091.9096,1530,WJ048.50,A,30,30,4,0.53,94,19.4,31,163,43.8536699998858,-69.9849300000736,WJ,e006590b-abe3-4bc5-9cbe-93d712b42723
421763.578599999658763,4855874.364,1532,WJ049.00,A,30,30,2.5,0.27,16,5.6,31,163,43.8518099995745,-69.9734099999848,WJ,09d96e43-f990-4179-9136-aba55420edb6
422770.31940000038594,4856248.0394,1534,WJ049.50,A,30,30,2.9,0.35,74,8.4,31,163,43.8552799998492,-69.960939999693,WJ,58486bc4-2189-41ce-936b-e39194548fa4
423473.767300000414252,4856258.785499999,1536,WJ050.50,A,30,30,2.9,0.37,44,8.9,31,163,43.8554500002058,-69.9521899998931,WJ,64de1ea8-da87-4aa5-be50-9ead4e651c7a
423007.307500000111759,4855334.429899999872,1537,WJ051.00,A,30,30,3.7,0.47,88,15.1,31,163,43.8470799997582,-69.9578599995821,WJ,6dee6f11-03c4-4a50-a7f3-1a46edcbde43
421485.791799999773502,4852498.56259999983,1540,WJ055.00,A,30,30,2.3,0.22,12,4.4,31,163,43.8213900001591,-69.9763699997161,WJ,1f7b4086-619e-4a2a-a9ac-b36684be68e3
420087.254999999888241,4851031.1719,1541,WJ056.00,A,30,30,2.6,0.35,40,7.6,31,163,43.8080299996609,-69.9935399997039,WJ,ee9807c0-682f-4793-ab1e-cac0cf62aef1
419108.661999999545515,4848614.7619,1542,WJ057.00,P,30,30,2.6,0.35,46,7.6,31,163,43.7861700001136,-70.0053399995904,WJ,6901e5de-c9b2-4b0e-910e-20b99a5ae98c
418153.123100000433624,4847672.24699999951,1544,WJ058.00,P,30,30,8.2,0.75,400,75.6,31,163,43.7775800001401,-70.0170699999464,WJ,df7e54be-7748-405f-9c8e-0e7467b2d656
417995.509200000204146,4846702.226299999282,1545,WJ059.00,A,30,30,2.3,0.24,20,4.8,31,163,43.7688300001275,-70.0188799999116,WJ,e8935046-e1c4-4df3-9224-63558c632d3f
416777.520499999634922,4845343.2465,1546,WJ060.00,A,30,30,2.9,0.44,134,11,31,163,43.7564599999876,-70.03380000028,WJ,55ad8fbb-48d7-4d61-9b97-ec6599b16d92
416174.503899999894202,4843487.9668,1548,WJ062.00,CA,30,30,2.1,0.13,8,3.1,31,163,43.7396900003812,-70.0410000002826,WJ,b1bad3f1-e5f9-46ad-98cd-75e4ca81c455
416819.3256,4844305.2279,1549,WJ063.00,CA,30,30,1.9,0,2,1.9,31,163,43.7471199997635,-70.0331199993992,WJ,d474f0b4-99ed-4be3-8850-a0ed31aadd96
417013.415199999697506,4845148.136499999091,1550,WJ064.00,CA,30,30,3.2,0.53,320,15.7,31,163,43.754729999796,-70.0308400001078,WJ,6498a807-3e74-4987-99b5-fbd9c08d7dc2
417755.432300000451505,4845968.7177,1551,WJ065.00,CA,30,30,2.6,0.39,124,8.5,31,163,43.7622000001206,-70.021750000113,WJ,0f07f614-c5ec-4979-8b7b-ff57dc910247
417752.466400000266731,4845597.7443,1552,WJ066.00,CA,30,30,2.4,0.29,48,5.8,31,163,43.7588599996581,-70.0217300004353,WJ,bfeeb2f5-5a90-4d1e-970e-bad193af36f8
417489.798999999649823,4844540.167799999937,1553,WJ067.00,A,30,30,4.1,0.58,180,23.3,31,163,43.7493100001556,-70.0248299995537,WJ,6dca1c85-5327-43e3-910d-53a25aa2ac97
418160.456399999558926,4844728.517799999565,1556,WJ068.50,R,30,30,3,0.29,14,7.1,31,163,43.7510799997579,-70.0165300005957,WJ,fd80771e-2376-41a7-b1bc-e0483b375c01
418117.568199999630451,4843661.561799999326,1557,WJ070.00,A,30,30,2.7,0.32,24,7.2,31,163,43.7414700000011,-70.0168999998093,WJ,7a920da3-61a8-4382-8b99-cd9369fad486
419307.933400000445545,4844333.5326,1561,WK002.00,A,30,30,3.5,0.66,1360,25,31,163,43.7476500000646,-70.0022200004612,WK,8bfec21d-099a-40d0-89f8-fcf6898ac7e4
419642.242700000293553,4845480.284299999475,1562,WK004.00,A,30,30,2.3,0.26,40,5.1,31,163,43.7580100000853,-69.9982399997888,WK,90766be3-3019-41ca-8c5c-b517b08021db
418818.357300000265241,4845525.809499999508,1564,WK005.50,A,30,30,2.4,0.27,36,5.5,31,163,43.758330000188,-70.0084800003421,WK,5e23de15-ca36-4b9a-8acc-7d5be53c5982
420158.276600000448525,4847291.3529,1567,WK007.00,A,30,30,2.2,0.2,18,4.1,31,163,43.7743699995867,-69.992099999988,WK,7c069f71-be9a-4cfa-983e-8c8680b950b6
420671.093399999663234,4848719.2717,1568,WK007.10,P,30,30,7.3,0.75,560,68.6,31,163,43.7872800003984,-69.9859399999099,WK,dc81d9d0-54de-4448-b7c1-8523059c18bd
421489.074099999852479,4849298.303899999708,1569,WK008.00,R,30,30,3.2,0.39,44,10.5,31,163,43.7925800000683,-69.9758599998084,WK,acf6b9be-4ba3-44c0-b724-2e65d5052715
421531.5493,4850854.034299999475,1570,WK009.00,A,30,30,3.5,0.46,94,13.9,31,163,43.806589999908,-69.9755599998471,WK,cf1e2646-7d24-4587-ab6a-3fb47414033e
421803.126400000415742,4850141.037599999458,1571,WK010.00,A,30,30,3.6,0.52,64,17.1,31,163,43.8002000002108,-69.9720800000407,WK,4b998ee0-f2d0-451b-bdcf-6ad0742817a7
422787.992899999954,4851606.9034,1572,WK011.00,A,30,30,4.5,0.52,128,21.2,31,163,43.813500000193,-69.9600500005234,WK,e0466dec-0eda-4b1b-958f-80b2da4e0868
422705.7324,4850202.7002,1573,WK012.00,A,30,30,2.7,0.27,22,6.1,31,163,43.8008499999696,-69.9608699996924,WK,1789312f-b059-489d-a297-a69355c5b38b
423325.222099999897182,4852088.3319,1575,WK013.10,A,30,30,2.8,0.52,680,13.3,31,163,43.8178900002971,-69.9534399999509,WK,4bda3b92-2118-4176-8e32-1b68636053d1
423783.218899999745,4853452.6817,1576,WK013.20,A,30,30,2.4,0.25,20,5.2,31,163,43.8302200000284,-69.9479399998539,WK,aa82b4e4-8e19-455f-986b-97e279f917c2
423457.735399999655783,4853888.52,1577,WK013.30,A,30,30,4.1,0.76,1700,38.8,31,163,43.8341099999639,-69.9520500005006,WK,c7171d62-9efd-4bc2-8fa4-934d3ad369ae
424297.133100000210106,4855930.5556,1579,WK014.00,A,30,30,2.3,0.17,8,3.9,31,163,43.8525799996865,-69.9418999997664,WK,4b4e3dfb-f0ea-47d2-bd84-0deeb8b447f8
424703.229199999943,4856937.8803,1581,WK014.10,A,30,30,2.8,0.31,30,7.3,31,163,43.8616900001248,-69.9369899996051,WK,58313f55-7280-4dde-a17e-663930b6bd4f
425190.812599999830127,4855985.9735,1582,WK014.20,A,30,30,2.2,0.17,12,3.7,31,163,43.8531700001851,-69.9307899994071,WK,e150dc3b-c373-4d99-8fc4-1ac86a280679
424900.411100000143051,4855397.1939,1583,WK014.30,A,30,30,2.9,0.44,160,11,31,163,43.8478399999864,-69.9343199999773,WK,8264fce3-d11e-433c-afc7-04159e9f6fb7
424577.3695,4854557.756599999964,1584,WK014.40,A,30,30,2,0.08,4,2.5,31,163,43.8402499999325,-69.9382200001539,WK,5a869794-85bf-4ecb-b492-28734f92e55e
425456.457600000314415,4853869.149199999869,1585,WK015.10,A,30,30,4.1,0.63,540,26.7,31,163,43.8341399999269,-69.9271899995137,WK,517f7757-0ccf-41a8-9d02-94ace313ec1c
425099.1672,4851129.5116,1586,WK017.00,CA,30,30,5.1,0.54,92,25.5,31,163,43.8094399997907,-69.9312500001688,WK,3b770e55-4618-48db-a474-64a8efe08bb6
425671.360600000247359,4855686.2214,1587,WK018.00,A,30,30,2,0.11,6,2.9,31,163,43.8505199999699,-69.9247700004777,WK,d4be1b84-ea38-4387-8582-5df8daa0f457
426134.2363,4856396.4118,1588,WK018.10,A,30,30,2.3,0.21,11,4.5,31,163,43.8569600001381,-69.9191100002959,WK,d5d1c3a1-b635-4b98-88c0-a3ffac7fb0bf
424117.258600000292063,4851577.174399999902,1589,WK019.80,A,30,30,2.9,0.41,72,10.2,31,163,43.8133700004396,-69.9435199994551,WK,bcde2005-aebb-4bcf-8305-f8d51cf6a853
423955.430100000463426,4849591.815799999982,1591,WK022.00,P,30,30,2,0.14,10,3.1,31,163,43.795479999819,-69.945249999735,WK,99e5cc2c-6cca-4aa2-99c9-f30b6403a17d
423158.093299999833107,4848059.189899999648,1592,WK023.00,CA,30,30,3.1,0.46,96,12.3,31,163,43.7815999996987,-69.9549399995617,WK,afc0ff57-84f8-4e8f-bb00-eea2a56b1bb1
422336.761,4848504.144099999219,1593,WK023.10,A,30,30,2.5,0.31,20,6.3,31,163,43.7855199996506,-69.9652100003683,WK,459c8188-f1a3-4910-90bd-a58d8414f518
422932.659900000318885,4849233.679099999368,1594,WK023.20,A,30,30,2.3,0.24,20,4.9,31,163,43.7921499998673,-69.9579100001015,WK,f31f0aa3-4af0-4a17-9726-aae9b5bfbb1b
422182.1776,4847257.416099999,1595,WK024.00,CA,30,30,3.2,0.5,260,14.3,31,163,43.7742799996698,-69.9669499995358,WK,76798e45-2d5d-4861-b8b2-15c62de79412
421182.805100000463426,4845989.5241,1596,WK025.00,A,30,30,5.9,0.64,280,39.2,31,163,43.7627600000291,-69.9791800000266,WK,e3994025-47ac-421d-8804-98479e558809
423174.865699999966,4847210.3537,1604,WK042.00,P,30,30,4.3,0.73,1700,37.3,31,163,43.7739600003598,-69.954609999539,WK,c96aa4e0-d94c-4eb2-96a1-454dc7e2ed45
424180.269799999892712,4849340.435599999502,1606,WK044.00,A,30,30,3.4,0.49,144,14.7,31,163,43.7932400000085,-69.9424200003694,WK,2e1ceadf-6a11-4efe-acb8-124aa72c110f
423965.448800000362098,4848284.3036,1607,WK044.50,A,30,30,2.7,0.42,138,9.5,31,163,43.7837099998458,-69.9449400003259,WK,b170f92e-7c44-49e4-b1ab-b0b537f5722e
424108.520399999804795,4847279.632899999619,1609,WK048.00,P,30,30,4.7,0.61,720,29.2,31,163,43.7746800000423,-69.9430200006057,WK,649c2474-1222-4efb-93c3-c19c556a1f36
424767.41370000038296,4847752.0203,1610,WK052.00,P,30,30,3.2,0.64,800,21.7,31,163,43.778999999985,-69.9348999999806,WK,51668572-a5a5-4a0f-b80b-70e944b0544c
424758.55530000012368,4848962.875,1611,WK052.10,P,30,30,9.9,0.69,340,78,31,163,43.7898999999632,-69.935180000324,WK,1a909f16-3a22-443d-9652-212c4772ea4d
424867.459300000220537,4849343.755799999461,1612,WK052.80,P,30,30,4.5,0.55,84,23.6,31,163,43.7933400001148,-69.9338799999982,WK,7487af96-ae80-4ab3-8604-e52ff2f48e1f
